EndDateTime,HighPX,LowPX,OpenPX,ClosePX,Volume,Bid,Ask,InstrumentId,BeginDateTime
1642629840000,0.00015445,0.00015428,0.00015445,0.00015428,1200,0.0001515,0.00015428,40,1642629780000
1642629840000,0.00015445,0.00015428,0.00015445,0.00015428,1300,0.0001515,0.00015428,40,1642629780000
1642629840000,0.00015445,0.00015428,0.00015445,0.00015428,1400,0.0001515,0.00015428,40,1642629780000
1642629840000,0.00015445,0.00015428,0.00015445,0.00015428,1500,0.0001515,0.00015428,40,1642629780000
1642629840000,0.00015445,0.00015428,0.00015445,0.00015428,1600,0.0001515,0.00015428,40,1642629780000
1642629840000,0.00015445,0.00015428,0.00015445,0.00015428,1700,0.0001515,0.00015428,40,1642629780000
1642629840000,0.00015445,0.00015428,0.00015445,0.00015428,1700,0.0001515,0.00015428,40,1642629780000
1642629821031.9243,0.00015445,0.00015428,0.00015445,0.00015428,0,0.0001515,0.00015428,40,1642629780000
1642629881029.1792,0.00015428,0.00015428,0.00015428,0.00015428,0,0.0001515,0.00015428,40,1642629881029.1785
1642629941017.0625,0.00015428,0.00015428,0.00015428,0.00015428,0,0.0001515,0.00015428,40,1642629881029.1785
1642630001030.324,0.00015428,0.00015428,0.00015428,0.00015428,0,0.0001515,0.00015428,40,1642630001030.3235
1642630080000,0.00015428,0.00015385,0.00015428,0.00015385,581930,0.0001515,0.00015385,40,1642630020000
1642630080000,0.00015428,0.00015385,0.00015428,0.00015385,581930,0.0001515,0.00015385,40,1642630020000
1642630121017.1016,0.00015385,0.00015385,0.00015385,0.00015385,0,0.0001515,0.00015385,40,1642630121017.101
1642630200000,0.00015385,0.00015379,0.00015385,0.00015379,150000,0.0001515,0.00015379,40,1642630140000
1642630200000,0.00015385,0.00015379,0.00015385,0.00015379,150000,0.0001515,0.00015379,40,1642630140000
1642630241006.9573,0.00015379,0.00015379,0.00015379,0.00015379,0,0.0001515,0.00015379,40,1642630241006.9568
1642630301004.164,0.00015379,0.00015379,0.00015379,0.00015379,0,0.0001515,0.00015379,40,1642630241006.9568
1642630361011.01,0.00015379,0.00015379,0.00015379,0.00015379,0,0.0001515,0.00015379,40,1642630361011.0095
1642630420999.9297,0.00015379,0.00015379,0.00015379,0.00015379,0,0.0001515,0.00015379,40,1642630361011.0095
1642630480995.8892,0.00015379,0.00015379,0.00015379,0.00015379,0,0.0001515,0.00015379,40,1642630480995.8887
